wl,LightSet,Watts/sr/m2,Color
663,Red30,0.00026654,Red
663,Red40,0.00029851,Red
663,Red50,0.00033452,Red
663,Red60,0.00036704,Red
663,Red70,0.00039592,Red
663,Red80,0.00042092,Red
663,Red90,0.00044942,Red
663,White10,0.00037646,White
663,White100,0.0013331,White
663,White20,0.00067449,White
663,White30,0.00076486,White
663,White40,0.00087494,White
663,White50,0.00097735,White
663,White60,0.0010542,White
663,White70,0.0011424,White
663,White80,0.0011939,White
663,White90,0.0012622,White
664,Red10,0.0001425,Red
664,Red100,0.00045089,Red
664,Red20,0.00021635,Red
664,Red30,0.00026487,Red
664,Red40,0.00029021,Red
664,Red50,0.00032957,Red
664,Red60,0.00036821,Red
664,Red70,0.0003908,Red
664,Red80,0.00042019,Red
664,Red90,0.00042945,Red
664,White10,0.00036376,White
664,White100,0.0012917,White
664,White20,0.00065366,White
664,White30,0.00073443,White
664,White40,0.0008394,White
664,White50,0.00094195,White
664,White60,0.0010238,White
664,White70,0.0011064,White
664,White80,0.0011557,White
664,White90,0.0012228,White
665,Red10,0.00013815,Red
665,Red100,0.0004384,Red
665,Red20,0.00020919,Red
665,Red30,0.00024885,Red
665,Red40,0.00026757,Red
665,Red50,0.00032812,Red
665,Red60,0.000351,Red
665,Red70,0.00036511,Red
665,Red80,0.00040022,Red
665,Red90,0.00039743,Red
665,White10,0.00035226,White
665,White100,0.0012519,White
665,White20,0.00063137,White
665,White30,0.00070787,White
665,White40,0.00081181,White
665,White50,0.00091106,White
665,White60,0.00099789,White
665,White70,0.0010703,White
665,White80,0.0011169,White
665,White90,0.001185,White
666,Red10,0.00013193,Red
666,Red100,0.00040992,Red
666,Red20,0.00019114,Red
666,Red30,0.00021894,Red
666,Red40,0.00024851,Red
666,Red50,0.00031563,Red
666,Red60,0.00032304,Red
666,Red70,0.00034543,Red
666,Red80,0.00036627,Red
666,Red90,0.0003648,Red
666,White10,0.00034285,White
666,White100,0.0012129,White
666,White20,0.00061253,White
666,White30,0.00068471,White
666,White40,0.00078857,White
666,White50,0.00087807,White
666,White60,0.00096786,White
666,White70,0.001035,White
666,White80,0.0010831,White
666,White90,0.0011513,White
667,Red10,0.00013139,Red
667,Red100,0.0003878,Red
667,Red20,0.00019138,Red
667,Red30,0.00021441,Red
667,Red40,0.0002486,Red
667,Red50,0.0002961,Red
667,Red60,0.00031996,Red
667,Red70,0.00034722,Red
667,Red80,0.00035227,Red
667,Red90,0.00035935,Red
667,White10,0.00033329,White
667,White100,0.001169,White
667,White20,0.0005956,White
667,White30,0.00066041,White
667,White40,0.00075863,White
667,White50,0.00084463,White
667,White60,0.00093556,White
667,White70,0.0010047,White
667,White80,0.0010534,White
667,White90,0.0011158,White
668,Red10,0.0001281,Red
668,Red100,0.0003853,Red
668,Red20,0.00020414,Red
668,Red30,0.00021685,Red
668,Red40,0.00024658,Red
668,Red50,0.00028187,Red
668,Red60,0.00032905,Red
668,Red70,0.00034363,Red
668,Red80,0.00034786,Red
668,Red90,0.00035761,Red
668,White10,0.00032109,White
668,White100,0.001132,White
668,White20,0.0005766,White
668,White30,0.00064174,White
668,White40,0.00073585,White
668,White50,0.00082344,White
668,White60,0.00090081,White
668,White70,0.00097296,White
668,White80,0.0010199,White
668,White90,0.0010771,White
669,Red10,0.00011516,Red
669,Red100,0.00038109,Red
669,Red20,0.0001941,Red
669,Red30,0.00021088,Red
669,Red40,0.00022778,Red
669,Red50,0.00026072,Red
669,Red60,0.00030444,Red
669,Red70,0.00032725,Red
669,Red80,0.00032852,Red
669,Red90,0.00033973,Red
669,White10,0.00030978,White
669,White100,0.0011009,White
669,White20,0.00055774,White
669,White30,0.00062877,White
669,White40,0.00071922,White
669,White50,0.00080647,White
669,White60,0.00086876,White
669,White70,0.00093661,White
669,White80,0.0009854,White
669,White90,0.0010395,White
670,Red10,0.00011172,Red
670,Red100,0.00036071,Red
670,Red20,0.00016196,Red
670,Red30,0.00019412,Red
670,Red40,0.00021446,Red
670,Red50,0.00023635,Red
670,Red60,0.00027316,Red
670,Red70,0.00031199,Red
670,Red80,0.00030614,Red
670,Red90,0.00033313,Red
670,White10,0.00030099,White
670,White100,0.001066,White
670,White20,0.00053941,White
670,White30,0.00060748,White
670,White40,0.00069467,White
670,White50,0.00077822,White
670,White60,0.00084334,White
670,White70,0.00090781,White
670,White80,0.00095596,White
670,White90,0.0010063,White
671,Red10,0.00011535,Red
671,Red100,0.0003448,Red
671,Red20,0.00014612,Red
671,Red30,0.00017989,Red
671,Red40,0.00020768,Red
671,Red50,0.00023551,Red
671,Red60,0.00026938,Red
671,Red70,0.0003025,Red
671,Red80,0.0002882,Red
671,Red90,0.0003347,Red
671,White10,0.00029112,White
671,White100,0.0010327,White
671,White20,0.00052152,White
671,White30,0.00058412,White
671,White40,0.00066841,White
671,White50,0.00074917,White
671,White60,0.00081674,White
671,White70,0.00088501,White
671,White80,0.00092665,White
671,White90,0.00097756,White
672,Red10,0.00011959,Red
672,Red100,0.00033363,Red
672,Red20,0.00014585,Red
672,Red30,0.00017589,Red
672,Red40,0.00020151,Red
672,Red50,0.00023808,Red
672,Red60,0.00027175,Red
672,Red70,0.0002842,Red
672,Red80,0.00027568,Red
672,Red90,0.00031958,Red
672,White10,0.00028148,White
672,White100,0.00099883,White
672,White20,0.00050574,White
672,White30,0.00056382,White
672,White40,0.00064577,White
672,White50,0.0007256,White
672,White60,0.00079195,White
672,White70,0.00085797,White
672,White80,0.00089914,White
672,White90,0.00094801,White
673,Red10,0.00010579,Red
673,Red100,0.00031667,Red
673,Red20,0.00013462,Red
673,Red30,0.00016961,Red
673,Red40,0.00018795,Red
673,Red50,0.00022612,Red
673,Red60,0.00025881,Red
673,Red70,0.00026404,Red
673,Red80,0.00027436,Red
673,Red90,0.0002989,Red
673,White10,0.00027241,White
673,White100,0.00096772,White
673,White20,0.00049019,White
673,White30,0.00054885,White
673,White40,0.00062989,White
673,White50,0.00070573,White
673,White60,0.00076886,White
673,White70,0.00083186,White
673,White80,0.00087361,White
673,White90,0.00091985,White
674,Red10,9.4382e-05,Red
674,Red100,0.00030865,Red
674,Red20,0.00012969,Red
674,Red30,0.00017036,Red
674,Red40,0.0001809,Red
674,Red50,0.00022638,Red
674,Red60,0.0002441,Red
674,Red70,0.0002527,Red
674,Red80,0.00028134,Red
674,Red90,0.00028674,Red
674,White10,0.00026423,White
674,White100,0.00093592,White
674,White20,0.00047447,White
674,White30,0.00053588,White
674,White40,0.00061468,White
674,White50,0.00068615,White
674,White60,0.00074688,White
674,White70,0.00080528,White
674,White80,0.00084759,White
674,White90,0.00089287,White
675,Red10,9.5474e-05,Red
675,Red100,0.00029999,Red
675,Red20,0.00013053,Red
675,Red30,0.00016006,Red
675,Red40,0.0001812,Red
675,Red50,0.00022013,Red
675,Red60,0.00023483,Red
675,Red70,0.00024429,Red
675,Red80,0.00027713,Red
675,Red90,0.00028147,Red
675,White10,0.00025519,White
675,White100,0.00090418,White
675,White20,0.00045687,White
675,White30,0.00051589,White
675,White40,0.0005926,White
675,White50,0.00066281,White
675,White60,0.00072544,White
675,White70,0.00077645,White
675,White80,0.00082062,White
675,White90,0.00086499,White
676,Red10,9.3071e-05,Red
676,Red100,0.00028624,Red
676,Red20,0.0001279,Red
676,Red30,0.00014947,Red
676,Red40,0.00017009,Red
676,Red50,0.00020402,Red
676,Red60,0.00022444,Red
676,Red70,0.00024262,Red
676,Red80,0.00026215,Red
676,Red90,0.00027507,Red
676,White10,0.00024654,White
676,White100,0.00087674,White
676,White20,0.00044089,White
676,White30,0.00049594,White
676,White40,0.00057074,White
676,White50,0.00063881,White
676,White60,0.00070184,White
676,White70,0.00075224,White
676,White80,0.00079586,White
676,White90,0.00083632,White
677,Red10,8.9218e-05,Red
677,Red100,0.00027376,Red
677,Red20,0.00013312,Red
677,Red30,0.00015879,Red
677,Red40,0.00016014,Red
677,Red50,0.00020849,Red
677,Red60,0.00022344,Red
677,Red70,0.00024115,Red
677,Red80,0.00025199,Red
677,Red90,0.00026967,Red
677,White10,0.00024002,White
677,White100,0.00084914,White
677,White20,0.0004272,White
677,White30,0.00048293,White
677,White40,0.00055359,White
677,White50,0.00061774,White
677,White60,0.00067647,White
677,White70,0.00073294,White
677,White80,0.00077259,White
677,White90,0.00081077,White
678,Red10,0.00010124,Red
678,Red100,0.00027008,Red
678,Red20,0.0001473,Red
678,Red30,0.00016482,Red
678,Red40,0.00016595,Red
678,Red50,0.00020167,Red
678,Red60,0.00022014,Red
678,Red70,0.00023142,Red
678,Red80,0.00024411,Red
678,Red90,0.00026874,Red
678,White10,0.00023538,White
678,White100,0.00082284,White
678,White20,0.00041704,White
678,White30,0.00046601,White
678,White40,0.00053117,White
678,White50,0.00059269,White
678,White60,0.00065348,White
678,White70,0.00071263,White
678,White80,0.00074818,White
678,White90,0.00078712,White
679,Red10,0.00010834,Red
679,Red100,0.00027198,Red
679,Red20,0.00015411,Red
679,Red30,0.0001599,Red
679,Red40,0.00017481,Red
679,Red50,0.00019158,Red
679,Red60,0.00021832,Red
679,Red70,0.0002258,Red
679,Red80,0.00024049,Red
679,Red90,0.0002741,Red
679,White10,0.00022665,White
679,White100,0.00079671,White
679,White20,0.00040439,White
679,White30,0.00044659,White
679,White40,0.00051089,White
679,White50,0.00056956,White
679,White60,0.00063311,White
679,White70,0.00068673,White
679,White80,0.00072486,White
679,White90,0.00075895,White
680,Red10,9.4435e-05,Red
680,Red100,0.00026124,Red
680,Red20,0.00012958,Red
680,Red30,0.00014374,Red
680,Red40,0.00016951,Red
680,Red50,0.00018724,Red
680,Red60,0.00021064,Red
680,Red70,0.00021694,Red
680,Red80,0.00022905,Red
680,Red90,0.00026188,Red
680,White10,0.00021631,White
680,White100,0.00076973,White
680,White20,0.00038999,White
680,White30,0.00043104,White
680,White40,0.00049563,White
680,White50,0.00055085,White
680,White60,0.00061462,White
680,White70,0.00066092,White
680,White80,0.00070133,White
680,White90,0.00073284,White
681,Red10,8.721e-05,Red
681,Red100,0.00025053,Red
681,Red20,0.00011323,Red
681,Red30,0.00013469,Red
681,Red40,0.00015719,Red
681,Red50,0.00018164,Red
681,Red60,0.00020146,Red
681,Red70,0.00021014,Red
681,Red80,0.00021303,Red
681,Red90,0.00023763,Red
681,White10,0.00020947,White
681,White100,0.00074506,White
681,White20,0.00037876,White
681,White30,0.0004171,White
681,White40,0.00047858,White
681,White50,0.00053162,White
681,White60,0.00059493,White
681,White70,0.00064029,White
681,White80,0.00067736,White
681,White90,0.0007103,White
682,Red10,8.9905e-05,Red
682,Red100,0.00024179,Red
682,Red20,0.00012239,Red
682,Red30,0.00014019,Red
682,Red40,0.00015489,Red
682,Red50,0.00017673,Red
682,Red60,0.00020343,Red
682,Red70,0.00021885,Red
682,Red80,0.00021379,Red
682,Red90,0.00022942,Red
682,White10,0.00020356,White
682,White100,0.00072475,White
682,White20,0.00036699,White
682,White30,0.00040244,White
682,White40,0.00046158,White
682,White50,0.00051441,White
682,White60,0.00057501,White
682,White70,0.00062147,White
682,White80,0.00065246,White
682,White90,0.0006879,White
683,Red10,9.2172e-05,Red
683,Red100,0.00024079,Red
683,Red20,0.00013463,Red
683,Red30,0.00013418,Red
683,Red40,0.00016272,Red
683,Red50,0.00017476,Red
683,Red60,0.00019701,Red
683,Red70,0.00022043,Red
683,Red80,0.00022332,Red
683,Red90,0.00021999,Red
683,White10,0.00019661,White
683,White100,0.00070092,White
683,White20,0.00035421,White
683,White30,0.00038299,White
683,White40,0.00044048,White
683,White50,0.00049228,White
683,White60,0.00055403,White
683,White70,0.00060214,White
683,White80,0.00062902,White
683,White90,0.00066434,White
684,Red10,9.1992e-05,Red
684,Red100,0.00024258,Red
684,Red20,0.00013602,Red
684,Red30,0.00013281,Red
684,Red40,0.00016419,Red
684,Red50,0.00017811,Red
684,Red60,0.00019427,Red
684,Red70,0.00022671,Red
684,Red80,0.00022512,Red
684,Red90,0.00021665,Red
684,White10,0.00019006,White
684,White100,0.00067485,White
684,White20,0.00034333,White
684,White30,0.00036847,White
684,White40,0.00042237,White
684,White50,0.0004724,White
684,White60,0.00053768,White
684,White70,0.00058277,White
684,White80,0.00060856,White
684,White90,0.00064339,White
685,Red10,9.3674e-05,Red
685,Red100,0.00023779,Red
685,Red20,0.00011604,Red
685,Red30,0.00012718,Red
685,Red40,0.0001544,Red
685,Red50,0.00016418,Red
685,Red60,0.00019025,Red
685,Red70,0.00021132,Red
685,Red80,0.00020597,Red
685,Red90,0.00022121,Red
685,White10,0.00018436,White
685,White100,0.00065004,White
685,White20,0.0003321,White
685,White30,0.00035718,White
685,White40,0.00040665,White
685,White50,0.00045632,White
685,White60,0.000524,White
685,White70,0.00056162,White
685,White80,0.00058911,White
685,White90,0.00062412,White
686,Red10,9.2223e-05,Red
686,Red100,0.00023984,Red
686,Red20,0.00010815,Red
686,Red30,0.00012408,Red
686,Red40,0.00014923,Red
686,Red50,0.00015676,Red
686,Red60,0.00019401,Red
686,Red70,0.00019619,Red
686,Red80,0.00017708,Red
686,Red90,0.00022851,Red
686,White10,0.0001789,White
686,White100,0.00062953,White
686,White20,0.00031949,White
686,White30,0.00034763,White
686,White40,0.00039498,White
686,White50,0.00044601,White
686,White60,0.00050445,White
686,White70,0.00054135,White
686,White80,0.00057094,White
686,White90,0.00060349,White
687,Red10,8.2462e-05,Red
687,Red100,0.00023602,Red
687,Red20,0.00011139,Red
687,Red30,0.00012832,Red
687,Red40,0.00014358,Red
687,Red50,0.00016992,Red
687,Red60,0.00018903,Red
687,Red70,0.00020243,Red
687,Red80,0.0001641,Red
687,Red90,0.00022619,Red
687,White10,0.00017346,White
687,White100,0.00061562,White
687,White20,0.00030966,White
687,White30,0.00034001,White
687,White40,0.00038538,White
687,White50,0.00043608,White
687,White60,0.00048733,White
687,White70,0.00052716,White
687,White80,0.00055554,White
687,White90,0.00058475,White
688,Red10,8.5494e-05,Red
688,Red100,0.00022519,Red
688,Red20,0.00010364,Red
688,Red30,0.00013922,Red
688,Red40,0.00013838,Red
688,Red50,0.00017315,Red
688,Red60,0.00017097,Red
688,Red70,0.0002105,Red
688,Red80,0.00018137,Red
688,Red90,0.00021697,Red
688,White10,0.00016961,White
688,White100,0.000599,White
688,White20,0.00030264,White
688,White30,0.00032553,White
688,White40,0.00037126,White
688,White50,0.00042112,White
688,White60,0.00047455,White
688,White70,0.0005106,White
688,White80,0.00053598,White
688,White90,0.00056496,White
689,Red10,8.0717e-05,Red
689,Red100,0.00020845,Red
689,Red20,9.3736e-05,Red
689,Red30,0.00013398,Red
689,Red40,0.00013023,Red
689,Red50,0.0001574,Red
689,Red60,0.00015183,Red
689,Red70,0.00020306,Red
689,Red80,0.00017244,Red
689,Red90,0.00019446,Red
689,White10,0.00016439,White
689,White100,0.00057943,White
689,White20,0.00029261,White
689,White30,0.00031524,White
689,White40,0.00036243,White
689,White50,0.00040951,White
689,White60,0.0004611,White
689,White70,0.00049139,White
689,White80,0.00051553,White
689,White90,0.00054568,White
690,Red10,7.859e-05,Red
690,Red100,0.00020797,Red
690,Red20,8.2436e-05,Red
690,Red30,0.00010215,Red
690,Red40,0.00013227,Red
690,Red50,0.00014513,Red
690,Red60,0.00014555,Red
690,Red70,0.00018847,Red
690,Red80,0.00015608,Red
690,Red90,0.00017824,Red
690,White10,0.00015774,White
690,White100,0.00055997,White
690,White20,0.00028155,White
690,White30,0.00030593,White
690,White40,0.00034964,White
690,White50,0.00039434,White
690,White60,0.00044649,White
690,White70,0.00047668,White
690,White80,0.00049892,White
690,White90,0.00053029,White
691,Red10,7.4598e-05,Red
691,Red100,0.000208,Red
691,Red20,6.9575e-05,Red
691,Red30,7.7406e-05,Red
691,Red40,0.00011579,Red
691,Red50,0.00012281,Red
691,Red60,0.00013834,Red
691,Red70,0.00016658,Red
691,Red80,0.00014734,Red
691,Red90,0.00017264,Red
691,White10,0.00015481,White
691,White100,0.00054379,White
691,White20,0.00027438,White
691,White30,0.00029747,White
691,White40,0.00033946,White
691,White50,0.00038074,White
691,White60,0.00043331,White
691,White70,0.00046555,White
691,White80,0.00048607,White
691,White90,0.0005165,White
692,Red10,7.125e-05,Red
692,Red100,0.00020466,Red
692,Red20,7.6107e-05,Red
692,Red30,8.8685e-05,Red
692,Red40,0.00010143,Red
692,Red50,0.00010523,Red
692,Red60,0.0001339,Red
692,Red70,0.00015138,Red
692,Red80,0.00014877,Red
692,Red90,0.00017283,Red
692,White10,0.00015043,White
692,White100,0.00052706,White
692,White20,0.00026485,White
692,White30,0.0002852,White
692,White40,0.00032753,White
692,White50,0.00036609,White
692,White60,0.0004169,White
692,White70,0.00045021,White
692,White80,0.0004738,White
692,White90,0.00050126,White
693,Red10,7.2653e-05,Red
693,Red100,0.00019561,Red
693,Red20,9.6475e-05,Red
693,Red30,0.00010129,Red
693,Red40,0.00010773,Red
693,Red50,0.0001027,Red
693,Red60,0.000144,Red
693,Red70,0.00014751,Red
693,Red80,0.00014827,Red
693,Red90,0.00017808,Red
693,White10,0.00014271,White
693,White100,0.00050779,White
693,White20,0.00025282,White
693,White30,0.00027178,White
693,White40,0.0003125,White
693,White50,0.00034848,White
693,White60,0.00040033,White
693,White70,0.0004302,White
693,White80,0.00045772,White
693,White90,0.00048315,White
694,Red10,6.3463e-05,Red
694,Red100,0.00018249,Red
694,Red20,9.5385e-05,Red
694,Red30,8.6252e-05,Red
694,Red40,0.00010264,Red
694,Red50,9.9838e-05,Red
694,Red60,0.00014063,Red
694,Red70,0.0001461,Red
694,Red80,0.000136,Red
694,Red90,0.00016523,Red
694,White10,0.0001371,White
694,White100,0.00049008,White
694,White20,0.00024334,White
694,White30,0.00026652,White
694,White40,0.00030771,White
694,White50,0.00034225,White
694,White60,0.00038967,White
694,White70,0.00041391,White
694,White80,0.00044256,White
694,White90,0.00046526,White
695,Red10,6.3514e-05,Red
695,Red100,0.00017043,Red
695,Red20,8.0665e-05,Red
695,Red30,7.5665e-05,Red
695,Red40,9.4741e-05,Red
695,Red50,0.00010556,Red
695,Red60,0.00012007,Red
695,Red70,0.00014463,Red
695,Red80,0.00013549,Red
695,Red90,0.00014527,Red
695,White10,0.00013277,White
695,White100,0.0004729,White
695,White20,0.00023716,White
695,White30,0.00025694,White
695,White40,0.0002978,White
695,White50,0.0003304,White
695,White60,0.00037981,White
695,White70,0.00040275,White
695,White80,0.00042926,White
695,White90,0.00045022,White
696,Red10,6.7819e-05,Red
696,Red100,0.00015897,Red
696,Red20,7.8238e-05,Red
696,Red30,8.8303e-05,Red
696,Red40,9.3896e-05,Red
696,Red50,0.00012702,Red
696,Red60,0.00011869,Red
696,Red70,0.0001479,Red
696,Red80,0.00014298,Red
696,Red90,0.00014552,Red
696,White10,0.00012816,White
696,White100,0.00045792,White
696,White20,0.00023038,White
696,White30,0.0002487,White
696,White40,0.00028887,White
696,White50,0.00031769,White
696,White60,0.00036826,White
696,White70,0.00039369,White
696,White80,0.00041574,White
696,White90,0.0004357,White
697,Red10,7.4243e-05,Red
697,Red100,0.00016333,Red
697,Red20,7.9332e-05,Red
697,Red30,9.4349e-05,Red
697,Red40,0.00010237,Red
697,Red50,0.00014293,Red
697,Red60,0.00012734,Red
697,Red70,0.00014536,Red
697,Red80,0.00014223,Red
697,Red90,0.00016414,Red
697,White10,0.00012474,White
697,White100,0.00044605,White
697,White20,0.00022521,White
697,White30,0.00024376,White
697,White40,0.0002832,White
697,White50,0.00031105,White
697,White60,0.0003584,White
697,White70,0.00038317,White
697,White80,0.0004048,White
697,White90,0.00041974,White
698,Red10,8.2331e-05,Red
698,Red100,0.00017163,Red
698,Red20,7.3639e-05,Red
698,Red30,9.3419e-05,Red
698,Red40,0.00011868,Red
698,Red50,0.0001298,Red
698,Red60,0.0001329,Red
698,Red70,0.000148,Red
698,Red80,0.00014348,Red
698,Red90,0.00017831,Red
698,White10,0.0001222,White
698,White100,0.00043471,White
698,White20,0.00021966,White
698,White30,0.00023128,White
698,White40,0.00026755,White
698,White50,0.00029808,White
698,White60,0.00034835,White
698,White70,0.0003714,White
698,White80,0.00039513,White
698,White90,0.00041079,White
699,Red10,7.7886e-05,Red
699,Red100,0.00017314,Red
699,Red20,8.358e-05,Red
699,Red30,8.8403e-05,Red
699,Red40,0.00011246,Red
699,Red50,0.00011985,Red
699,Red60,0.00013526,Red
699,Red70,0.0001589,Red
699,Red80,0.00015201,Red
699,Red90,0.00017825,Red
699,White10,0.0001191,White
699,White100,0.00042061,White
699,White20,0.00021138,White
699,White30,0.00022221,White
699,White40,0.0002568,White
699,White50,0.00028831,White
699,White60,0.000335,White
699,White70,0.00035782,White
699,White80,0.00038254,White
699,White90,0.00040261,White
700,Red10,6.4793e-05,Red
700,Red100,0.00016261,Red
700,Red20,6.8951e-05,Red
700,Red30,8.1857e-05,Red
700,Red40,9.6378e-05,Red
700,Red50,0.00011736,Red
700,Red60,0.0001237,Red
700,Red70,0.00015478,Red
700,Red80,0.00014617,Red
700,Red90,0.00015769,Red
700,White10,0.00011617,White
700,White100,0.00040818,White
700,White20,0.00020594,White
700,White30,0.00021781,White
700,White40,0.00025246,White
700,White50,0.00028258,White
700,White60,0.00032615,White
700,White70,0.00034791,White
700,White80,0.0003697,White
700,White90,0.00039109,White
701,Red10,6.0785e-05,Red
701,Red100,0.00013541,Red
701,Red20,4.2637e-05,Red
701,Red30,7.523e-05,Red
701,Red40,8.5127e-05,Red
701,Red50,9.423e-05,Red
701,Red60,0.00010479,Red
701,Red70,0.00012616,Red
701,Red80,0.00012387,Red
701,Red90,0.00013508,Red
701,White10,0.00011263,White
701,White100,0.00039555,White
701,White20,0.00020133,White
701,White30,0.00020611,White
701,White40,0.00023845,White
701,White50,0.0002686,White
701,White60,0.00031711,White
701,White70,0.00033893,White
701,White80,0.00035784,White
701,White90,0.00037634,White
702,Red10,6.8859e-05,Red
702,Red100,0.00011348,Red
702,Red20,4.6809e-05,Red
702,Red30,6.6475e-05,Red
702,Red40,8.7524e-05,Red
702,Red50,8.2978e-05,Red
702,Red60,0.00010087,Red
702,Red70,0.00011355,Red
702,Red80,0.00012011,Red
702,Red90,0.00012721,Red
702,White10,0.00010843,White
702,White100,0.00038146,White
702,White20,0.00019403,White
702,White30,0.00019536,White
702,White40,0.00022298,White
702,White50,0.00025213,White
702,White60,0.00030424,White
702,White70,0.0003266,White
702,White80,0.00034561,White
702,White90,0.00036108,White
703,Red10,7.3274e-05,Red
703,Red100,0.00012201,Red
703,Red20,5.705e-05,Red
703,Red30,6.4236e-05,Red
703,Red40,8.403e-05,Red
703,Red50,8.3239e-05,Red
703,Red60,0.00010821,Red
703,Red70,0.00010638,Red
703,Red80,0.00013302,Red
703,Red90,0.00013636,Red
703,White10,0.00010366,White
703,White100,0.00036748,White
703,White20,0.00018554,White
703,White30,0.00018773,White
703,White40,0.00021353,White
703,White50,0.00024114,White
703,White60,0.00029452,White
703,White70,0.00031353,White
703,White80,0.00033108,White
703,White90,0.00034724,White
704,Red10,7.0672e-05,Red
704,Red100,0.0001293,Red
704,Red20,5.7153e-05,Red
704,Red30,6.3321e-05,Red
704,Red40,7.3095e-05,Red
704,Red50,9.0335e-05,Red
704,Red60,0.00010502,Red
704,Red70,0.00010327,Red
704,Red80,0.00012719,Red
704,Red90,0.00013295,Red
704,White10,9.9469e-05,White
704,White100,0.00035535,White
704,White20,0.00017895,White
704,White30,0.00017934,White
704,White40,0.00020813,White
704,White50,0.00023309,White
704,White60,0.00028701,White
704,White70,0.00030129,White
704,White80,0.00031661,White
704,White90,0.00033389,White
705,Red10,6.793e-05,Red
705,Red100,0.00014085,Red
705,Red20,6.6246e-05,Red
705,Red30,6.6725e-05,Red
705,Red40,8.7809e-05,Red
705,Red50,9.8194e-05,Red
705,Red60,0.00010908,Red
705,Red70,0.00012134,Red
705,Red80,0.0001244,Red
705,Red90,0.00012423,Red
705,White10,9.6073e-05,White
705,White100,0.00034354,White
705,White20,0.00017374,White
705,White30,0.00017277,White
705,White40,0.00020292,White
705,White50,0.00022568,White
705,White60,0.00027675,White
705,White70,0.00028837,White
705,White80,0.0003074,White
705,White90,0.00032361,White
706,Red10,6.6259e-05,Red
706,Red100,0.00014811,Red
706,Red20,6.814e-05,Red
706,Red30,6.7018e-05,Red
706,Red40,9.9061e-05,Red
706,Red50,0.00010536,Red
706,Red60,0.00011261,Red
706,Red70,0.00012101,Red
706,Red80,0.00012089,Red
706,Red90,0.00011852,Red
706,White10,9.4498e-05,White
706,White100,0.00033386,White
706,White20,0.00016956,White
706,White30,0.00016744,White
706,White40,0.00019558,White
706,White50,0.00021894,White
706,White60,0.00026906,White
706,White70,0.00028368,White
706,White80,0.00030054,White
706,White90,0.00031661,White
707,Red10,5.7176e-05,Red
707,Red100,0.00013958,Red
707,Red20,6.1719e-05,Red
707,Red30,7.3852e-05,Red
707,Red40,9.1369e-05,Red
707,Red50,0.00010901,Red
707,Red60,9.5981e-05,Red
707,Red70,0.00010238,Red
707,Red80,0.00011637,Red
707,Red90,0.00011878,Red
707,White10,9.2536e-05,White
707,White100,0.00032395,White
707,White20,0.00016397,White
707,White30,0.00016368,White
707,White40,0.00018907,White
707,White50,0.00021317,White
707,White60,0.00026204,White
707,White70,0.00028166,White
707,White80,0.00029559,White
707,White90,0.00031019,White
708,Red10,5.2938e-05,Red
708,Red100,0.0001373,Red
708,Red20,6.5392e-05,Red
708,Red30,7.7769e-05,Red
708,Red40,8.5655e-05,Red
708,Red50,0.00010029,Red
708,Red60,8.5247e-05,Red
708,Red70,9.3504e-05,Red
708,Red80,0.00011598,Red
708,Red90,0.00012255,Red
708,White10,8.9515e-05,White
708,White100,0.00031428,White
708,White20,0.00015769,White
708,White30,0.00015617,White
708,White40,0.00018027,White
708,White50,0.00020261,White
708,White60,0.00025264,White
708,White70,0.00027608,White
708,White80,0.0002886,White
708,White90,0.00030429,White
709,Red10,5.6464e-05,Red
709,Red100,0.00013618,Red
709,Red20,6.1707e-05,Red
709,Red30,5.9483e-05,Red
709,Red40,7.6898e-05,Red
709,Red50,8.9884e-05,Red
709,Red60,8.2295e-05,Red
709,Red70,8.5103e-05,Red
709,Red80,0.0001129,Red
709,Red90,0.00011658,Red
709,White10,8.7947e-05,White
709,White100,0.00030779,White
709,White20,0.00015252,White
709,White30,0.00014944,White
709,White40,0.00017592,White
709,White50,0.00019482,White
709,White60,0.00024598,White
709,White70,0.00026676,White
709,White80,0.00027826,White
709,White90,0.0002959,White
710,Red10,6.2305e-05,Red
710,Red100,0.00013146,Red
710,Red20,6.1261e-05,Red
710,Red30,5.5132e-05,Red
710,Red40,7.4907e-05,Red
710,Red50,9.0058e-05,Red
710,Red60,7.9739e-05,Red
710,Red70,9.1021e-05,Red
710,Red80,0.00011642,Red
710,Red90,0.00011401,Red
710,White10,8.5522e-05,White
710,White100,0.00029999,White
710,White20,0.00014944,White
710,White30,0.00014487,White
710,White40,0.00017172,White
710,White50,0.00019097,White
710,White60,0.00023888,White
710,White70,0.00025422,White
710,White80,0.00026813,White
710,White90,0.00028527,White
711,Red10,6.099e-05,Red
711,Red100,0.00012952,Red
711,Red20,7.125e-05,Red
711,Red30,7.2735e-05,Red
711,Red40,8.4228e-05,Red
711,Red50,9.4548e-05,Red
711,Red60,9.4694e-05,Red
711,Red70,0.00010546,Red
711,Red80,0.00012354,Red
711,Red90,0.00012181,Red
711,White10,8.1706e-05,White
711,White100,0.0002886,White
711,White20,0.00014491,White
711,White30,0.00013999,White
711,White40,0.00016528,White
711,White50,0.00018607,White
711,White60,0.00022939,White
711,White70,0.00024365,White
711,White80,0.00025905,White
711,White90,0.00027523,White
712,Red10,5.3045e-05,Red
712,Red100,0.00012299,Red
712,Red20,6.6407e-05,Red
712,Red30,8.0588e-05,Red
712,Red40,7.6991e-05,Red
